resume_text,category
"Name: Candidate 3851 Role: Data Analyst Professional Summary: Motivated and detail-oriented Data Analyst with hands-on experience in software projects and problem solving. Skilled in SQL, Machine Learning, Statistics, TensorFlow and passionate about building impactful solutions. Skills: SQL, Machine Learning, Statistics, TensorFlow, Deep Learning, Matplotlib, NLP Projects: - analyzed large datasets to generate business insights - created a sales forecasting dashboard Experience: - Built scalable solutions and maintained clean code practices. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Engineering in Information Technology",Data Science
"Name: Candidate 4581 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in Grafana, Monitoring, Shell Scripting, AWS and passionate about building impactful solutions. Skills: Grafana, Monitoring, Shell Scripting, AWS, Ansible, Docker, Terraform Projects: - containerized applications using Docker - set up monitoring dashboards with Grafana Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Worked on real-world projects and collaborated with cross-functional teams. Education: Diploma in Software Engineering",DevOps
"Name: Candidate 3841 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in Gradle, XML, Room Database, SQLite and passionate about building impactful solutions. Skills: Gradle, XML, Room Database, SQLite, Material Design, Retrofit, Java Projects: - implemented offline storage with Room database - developed a chat application using Firebase Experience: - Improved application performance and user experience through optimization. - Worked on real-world projects and collaborated with cross-functional teams. Education: Master of Computer Applications",Android Development
"Name: Candidate 5669 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in Grafana, Linux, Kubernetes, Jenkins and passionate about building impactful solutions. Skills: Grafana, Linux, Kubernetes, Jenkins, Terraform, Shell Scripting, Nginx Projects: - containerized applications using Docker - provisioned cloud infrastructure using Terraform Experience: - Built scalable solutions and maintained clean code practices. - Built scalable solutions and maintained clean code practices. Education: Diploma in Software Engineering",DevOps
"Name: Candidate 3069 Role: UI Designer Professional Summary: Motivated and detail-oriented UI Designer with hands-on experience in software projects and problem solving. Skilled in Design Systems, Usability Testing, Figma, Visual Design and passionate about building impactful solutions. Skills: Design Systems, Usability Testing, Figma, Visual Design, Wireframing, Responsive Design, Adobe XD Projects: - built a scalable design system - designed mobile app user interfaces Experience: - Tested, debugged, and deployed production-ready applications. - Participated in agile development and version control workflows. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 6544 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in Java, Gradle, Retrofit, MVVM and passionate about building impactful solutions. Skills: Java, Gradle, Retrofit, MVVM, Android Studio, SQLite, Room Database Projects: - built a task manager Android app - developed a chat application using Firebase Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Engineering in Information Technology",Android Development
"Name: Candidate 2775 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in GitHub Actions, Shell Scripting, Terraform, Monitoring and passionate about building impactful solutions. Skills: GitHub Actions, Shell Scripting, Terraform, Monitoring, Kubernetes, Linux, Prometheus Projects: - set up monitoring dashboards with Grafana - provisioned cloud infrastructure using Terraform Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",DevOps
"Name: Candidate 7944 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in SQLite, Gradle, Firebase, MVVM and passionate about building impactful solutions. Skills: SQLite, Gradle, Firebase, MVVM, Jetpack Compose, Kotlin, Retrofit Projects: - integrated REST APIs into Android applications - implemented offline storage with Room database Experience: - Participated in agile development and version control workflows. - Improved application performance and user experience through optimization. Education: Bachelor of Science in Computer Science",Android Development
"Name: Candidate 3235 Role: Java Developer Professional Summary: Motivated and detail-oriented Java Developer with hands-on experience in software projects and problem solving. Skilled in JUnit, JPA, Spring Boot, Hibernate and passionate about building impactful solutions. Skills: JUnit, JPA, Spring Boot, Hibernate, Gradle, Java, Docker Projects: - designed microservices for scalable systems - implemented authentication and authorization modules Experience: - Built scalable solutions and maintained clean code practices. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Technology in Computer Science",Java Developer
"Name: Candidate 5576 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in Interaction Design, Illustrator, Design Systems, Prototyping and passionate about building impactful solutions. Skills: Interaction Design, Illustrator, Design Systems, Prototyping, Usability Testing, Visual Design, Adobe XD Projects: - built a scalable design system - conducted user research and usability testing Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Diploma in Software Engineering",UI/UX Designer
"Name: Candidate 2581 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in Ansible, AWS, Jenkins, Linux and passionate about building impactful solutions. Skills: Ansible, AWS, Jenkins, Linux, CI/CD, Monitoring, Shell Scripting Projects: - automated CI/CD pipelines for deployment - provisioned cloud infrastructure using Terraform Experience: - Improved application performance and user experience through optimization. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",DevOps
"Name: Candidate 9099 Role: ML Engineer Professional Summary: Motivated and detail-oriented ML Engineer with hands-on experience in software projects and problem solving. Skilled in NumPy, Python, NLP, Scikit-learn and passionate about building impactful solutions. Skills: NumPy, Python, NLP, Scikit-learn, PyTorch, Data Analysis, Pandas Projects: - trained an image classification model - analyzed large datasets to generate business insights Experience: - Improved application performance and user experience through optimization. - Built scalable solutions and maintained clean code practices. Education: Diploma in Software Engineering",Data Science
"Name: Candidate 2011 Role: ML Engineer Professional Summary: Motivated and detail-oriented ML Engineer with hands-on experience in software projects and problem solving. Skilled in Seaborn, Scikit-learn, Statistics, Data Analysis and passionate about building impactful solutions. Skills: Seaborn, Scikit-learn, Statistics, Data Analysis, Pandas, SQL, PyTorch Projects: - analyzed large datasets to generate business insights - developed an NLP-based sentiment analysis system Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",Data Science
"Name: Candidate 5403 Role: Backend Developer Professional Summary: Motivated and detail-oriented Backend Developer with hands-on experience in software projects and problem solving. Skilled in CSS, HTML, Git, JavaScript and passionate about building impactful solutions. Skills: CSS, HTML, Git, JavaScript, Backend Development, Frontend Development, MySQL Projects: - created a portfolio website with animations - integrated payment gateway into a web application Experience: - Participated in agile development and version control workflows. - Improved application performance and user experience through optimization. Education: Bachelor of Engineering in Information Technology",Web Development
"Name: Candidate 9218 Role: Site Reliability Engineer Professional Summary: Motivated and detail-oriented Site Reliability Engineer with hands-on experience in software projects and problem solving. Skilled in CI/CD, Docker, AWS, Jenkins and passionate about building impactful solutions. Skills: CI/CD, Docker, AWS, Jenkins, Monitoring, Terraform, Kubernetes Projects: - automated CI/CD pipelines for deployment - containerized applications using Docker Experience: - Improved application performance and user experience through optimization. - Improved application performance and user experience through optimization. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 5788 Role: UX Designer Professional Summary: Motivated and detail-oriented UX Designer with hands-on experience in software projects and problem solving. Skilled in Responsive Design, Visual Design, Figma, Usability Testing and passionate about building impactful solutions. Skills: Responsive Design, Visual Design, Figma, Usability Testing, Photoshop, Design Systems, Illustrator Projects: - created wireframes and interactive prototypes - redesigned website flows to improve user experience Experience: - Participated in agile development and version control workflows. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 6098 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in Illustrator, Responsive Design, Wireframing, Prototyping and passionate about building impactful solutions. Skills: Illustrator, Responsive Design, Wireframing, Prototyping, Interaction Design, Adobe XD, Design Systems Projects: - conducted user research and usability testing - redesigned website flows to improve user experience Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 5582 Role: Backend Engineer Professional Summary: Motivated and detail-oriented Backend Engineer with hands-on experience in software projects and problem solving. Skilled in Spring Boot, JUnit, Maven, MySQL and passionate about building impactful solutions. Skills: Spring Boot, JUnit, Maven, MySQL, Hibernate, REST API, OOP Projects: - designed microservices for scalable systems - developed enterprise backend applications Experience: - Participated in agile development and version control workflows. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",Java Developer
"Name: Candidate 4081 Role: UI Designer Professional Summary: Motivated and detail-oriented UI Designer with hands-on experience in software projects and problem solving. Skilled in Figma, Responsive Design, Illustrator, Adobe XD and passionate about building impactful solutions. Skills: Figma, Responsive Design, Illustrator, Adobe XD, User Research, Design Systems, Wireframing Projects: - built a scalable design system - created wireframes and interactive prototypes Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Participated in agile development and version control workflows. Education: Master of Computer Applications",UI/UX Designer
"Name: Candidate 2595 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Firebase, Android Studio, Jetpack Compose, Room Database and passionate about building impactful solutions. Skills: Firebase, Android Studio, Jetpack Compose, Room Database, Java, Gradle, Retrofit Projects: - integrated REST APIs into Android applications - implemented offline storage with Room database Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Master of Computer Applications",Android Development
"Name: Candidate 2761 Role: ML Engineer Professional Summary: Motivated and detail-oriented ML Engineer with hands-on experience in software projects and problem solving. Skilled in Scikit-learn, Data Analysis, Deep Learning, Python and passionate about building impactful solutions. Skills: Scikit-learn, Data Analysis, Deep Learning, Python, Matplotlib, Machine Learning, PyTorch Projects: - analyzed large datasets to generate business insights - trained an image classification model Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Master of Computer Applications",Data Science
"Name: Candidate 2395 Role: Software Engineer Professional Summary: Motivated and detail-oriented Software Engineer with hands-on experience in software projects and problem solving. Skilled in Java, OOP, Microservices, MySQL and passionate about building impactful solutions. Skills: Java, OOP, Microservices, MySQL, Spring Boot, Hibernate, Docker Projects: - optimized database queries for performance - designed microservices for scalable systems Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Tested, debugged, and deployed production-ready applications. Education: Diploma in Software Engineering",Java Developer
"Name: Candidate 8014 Role: Backend Engineer Professional Summary: Motivated and detail-oriented Backend Engineer with hands-on experience in software projects and problem solving. Skilled in Docker, REST API, Git, Spring Boot and passionate about building impactful solutions. Skills: Docker, REST API, Git, Spring Boot, Gradle, JUnit, JPA Projects: - optimized database queries for performance - developed enterprise backend applications Experience: - Built scalable solutions and maintained clean code practices. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Science in Computer Science",Java Developer
"Name: Candidate 5254 Role: DevOps Engineer Professional Summary: Motivated and detail-oriented DevOps Engineer with hands-on experience in software projects and problem solving. Skilled in Kubernetes, Linux, Prometheus, Shell Scripting and passionate about building impactful solutions. Skills: Kubernetes, Linux, Prometheus, Shell Scripting, GitHub Actions, Jenkins, Nginx Projects: - containerized applications using Docker - managed Kubernetes clusters in production Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Worked on real-world projects and collaborated with cross-functional teams. Education: Diploma in Software Engineering",DevOps
"Name: Candidate 5593 Role: Frontend Developer Professional Summary: Motivated and detail-oriented Frontend Developer with hands-on experience in software projects and problem solving. Skilled in MongoDB, Express.js, Git, React and passionate about building impactful solutions. Skills: MongoDB, Express.js, Git, React, HTML, MySQL, Node.js Projects: - created a portfolio website with animations - developed a responsive e-commerce website Experience: - Participated in agile development and version control workflows. - Participated in agile development and version control workflows. Education: Master of Computer Applications",Web Development
"Name: Candidate 5940 Role: Java Developer Professional Summary: Motivated and detail-oriented Java Developer with hands-on experience in software projects and problem solving. Skilled in Docker, MySQL, Maven, Gradle and passionate about building impactful solutions. Skills: Docker, MySQL, Maven, Gradle, Hibernate, REST API, Microservices Projects: - built RESTful services using Spring Boot - implemented authentication and authorization modules Experience: - Built scalable solutions and maintained clean code practices. - Improved application performance and user experience through optimization. Education: Master of Computer Applications",Java Developer
"Name: Candidate 4262 Role: UX Designer Professional Summary: Motivated and detail-oriented UX Designer with hands-on experience in software projects and problem solving. Skilled in Wireframing, Interaction Design, User Research, Illustrator and passionate about building impactful solutions. Skills: Wireframing, Interaction Design, User Research, Illustrator, Figma, Visual Design, Responsive Design Projects: - conducted user research and usability testing - built a scalable design system Experience: - Improved application performance and user experience through optimization. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 7404 Role: Backend Engineer Professional Summary: Motivated and detail-oriented Backend Engineer with hands-on experience in software projects and problem solving. Skilled in OOP, Git, REST API, Maven and passionate about building impactful solutions. Skills: OOP, Git, REST API, Maven, MySQL, PostgreSQL, Java Projects: - optimized database queries for performance - developed enterprise backend applications Experience: - Improved application performance and user experience through optimization. - Participated in agile development and version control workflows. Education: Bachelor of Engineering in Information Technology",Java Developer
"Name: Candidate 9520 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in Jenkins, AWS, Monitoring, Linux and passionate about building impactful solutions. Skills: Jenkins, AWS, Monitoring, Linux, Prometheus, Shell Scripting, Ansible Projects: - managed Kubernetes clusters in production - provisioned cloud infrastructure using Terraform Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 2102 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Firebase, Java, Gradle, Retrofit and passionate about building impactful solutions. Skills: Firebase, Java, Gradle, Retrofit, Room Database, XML, Material Design Projects: - built a task manager Android app - implemented offline storage with Room database Experience: - Participated in agile development and version control workflows. - Participated in agile development and version control workflows. Education: Diploma in Software Engineering",Android Development
"Name: Candidate 2064 Role: UX Designer Professional Summary: Motivated and detail-oriented UX Designer with hands-on experience in software projects and problem solving. Skilled in Photoshop, Adobe XD, Design Systems, Visual Design and passionate about building impactful solutions. Skills: Photoshop, Adobe XD, Design Systems, Visual Design, Illustrator, Figma, Interaction Design Projects: - designed mobile app user interfaces - created wireframes and interactive prototypes Experience: - Improved application performance and user experience through optimization. - Participated in agile development and version control workflows. Education: Bachelor of Technology in Computer Science",UI/UX Designer
"Name: Candidate 9819 Role: Software Engineer Professional Summary: Motivated and detail-oriented Software Engineer with hands-on experience in software projects and problem solving. Skilled in Maven, JPA, REST API, JUnit and passionate about building impactful solutions. Skills: Maven, JPA, REST API, JUnit, PostgreSQL, Gradle, Hibernate Projects: - optimized database queries for performance - built RESTful services using Spring Boot Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",Java Developer
"Name: Candidate 2841 Role: Backend Engineer Professional Summary: Motivated and detail-oriented Backend Engineer with hands-on experience in software projects and problem solving. Skilled in Hibernate, Java, JPA, Git and passionate about building impactful solutions. Skills: Hibernate, Java, JPA, Git, JUnit, REST API, Maven Projects: - built RESTful services using Spring Boot - designed microservices for scalable systems Experience: - Improved application performance and user experience through optimization. - Built scalable solutions and maintained clean code practices. Education: Master of Computer Applications",Java Developer
"Name: Candidate 4116 Role: AI Engineer Professional Summary: Motivated and detail-oriented AI Engineer with hands-on experience in software projects and problem solving. Skilled in Deep Learning, TensorFlow, NLP, PyTorch and passionate about building impactful solutions. Skills: Deep Learning, TensorFlow, NLP, PyTorch, Python, Pandas, Statistics Projects: - trained an image classification model - developed an NLP-based sentiment analysis system Experience: - Improved application performance and user experience through optimization. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",Data Science
"Name: Candidate 3273 Role: AI Engineer Professional Summary: Motivated and detail-oriented AI Engineer with hands-on experience in software projects and problem solving. Skilled in Pandas, Deep Learning, Scikit-learn, Python and passionate about building impactful solutions. Skills: Pandas, Deep Learning, Scikit-learn, Python, NLP, Computer Vision, Statistics Projects: - created a sales forecasting dashboard - analyzed large datasets to generate business insights Experience: - Participated in agile development and version control workflows. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Technology in Computer Science",Data Science
"Name: Candidate 8751 Role: Backend Developer Professional Summary: Motivated and detail-oriented Backend Developer with hands-on experience in software projects and problem solving. Skilled in Tailwind CSS, Next.js, MySQL, Express.js and passionate about building impactful solutions. Skills: Tailwind CSS, Next.js, MySQL, Express.js, Git, HTML, React Projects: - designed a REST API for user authentication - created a portfolio website with animations Experience: - Tested, debugged, and deployed production-ready applications. - Tested, debugged, and deployed production-ready applications. Education: Diploma in Software Engineering",Web Development
"Name: Candidate 2785 Role: Web Developer Professional Summary: Motivated and detail-oriented Web Developer with hands-on experience in software projects and problem solving. Skilled in Git, Backend Development, Next.js, Express.js and passionate about building impactful solutions. Skills: Git, Backend Development, Next.js, Express.js, Frontend Development, MySQL, Node.js Projects: - built a full stack blog platform - developed a responsive e-commerce website Experience: - Improved application performance and user experience through optimization. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Engineering in Information Technology",Web Development
"Name: Candidate 7425 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in CI/CD, GitHub Actions, Monitoring, Linux and passionate about building impactful solutions. Skills: CI/CD, GitHub Actions, Monitoring, Linux, Terraform, Ansible, Jenkins Projects: - managed Kubernetes clusters in production - containerized applications using Docker Experience: - Built scalable solutions and maintained clean code practices. - Built scalable solutions and maintained clean code practices. Education: Master of Computer Applications",DevOps
"Name: Candidate 5493 Role: UX Designer Professional Summary: Motivated and detail-oriented UX Designer with hands-on experience in software projects and problem solving. Skilled in Visual Design, Responsive Design, User Research, Prototyping and passionate about building impactful solutions. Skills: Visual Design, Responsive Design, User Research, Prototyping, Adobe XD, Photoshop, Figma Projects: - designed mobile app user interfaces - redesigned website flows to improve user experience Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Worked on real-world projects and collaborated with cross-functional teams. Education: Diploma in Software Engineering",UI/UX Designer
"Name: Candidate 2615 Role: Data Analyst Professional Summary: Motivated and detail-oriented Data Analyst with hands-on experience in software projects and problem solving. Skilled in Seaborn, Machine Learning, TensorFlow, PyTorch and passionate about building impactful solutions. Skills: Seaborn, Machine Learning, TensorFlow, PyTorch, SQL, Deep Learning, NLP Projects: - developed an NLP-based sentiment analysis system - analyzed large datasets to generate business insights Experience: - Built scalable solutions and maintained clean code practices. - Built scalable solutions and maintained clean code practices. Education: Diploma in Software Engineering",Data Science
"Name: Candidate 8368 Role: Data Scientist Professional Summary: Motivated and detail-oriented Data Scientist with hands-on experience in software projects and problem solving. Skilled in Deep Learning, NLP, Machine Learning, Pandas and passionate about building impactful solutions. Skills: Deep Learning, NLP, Machine Learning, Pandas, Statistics, Matplotlib, SQL Projects: - trained an image classification model - analyzed large datasets to generate business insights Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Diploma in Software Engineering",Data Science
"Name: Candidate 1117 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in Illustrator, Usability Testing, Visual Design, Adobe XD and passionate about building impactful solutions. Skills: Illustrator, Usability Testing, Visual Design, Adobe XD, Figma, Responsive Design, User Research Projects: - designed mobile app user interfaces - created wireframes and interactive prototypes Experience: - Tested, debugged, and deployed production-ready applications. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Engineering in Information Technology",UI/UX Designer
"Name: Candidate 7380 Role: Cloud Engineer Professional Summary: Motivated and detail-oriented Cloud Engineer with hands-on experience in software projects and problem solving. Skilled in AWS, Shell Scripting, Grafana, Kubernetes and passionate about building impactful solutions. Skills: AWS, Shell Scripting, Grafana, Kubernetes, Terraform, Prometheus, Ansible Projects: - containerized applications using Docker - automated CI/CD pipelines for deployment Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Master of Computer Applications",DevOps
"Name: Candidate 5876 Role: Software Engineer Professional Summary: Motivated and detail-oriented Software Engineer with hands-on experience in software projects and problem solving. Skilled in Spring Boot, Git, Maven, Java and passionate about building impactful solutions. Skills: Spring Boot, Git, Maven, Java, Docker, Microservices, Hibernate Projects: - built RESTful services using Spring Boot - implemented authentication and authorization modules Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Technology in Computer Science",Java Developer
"Name: Candidate 1056 Role: Data Scientist Professional Summary: Motivated and detail-oriented Data Scientist with hands-on experience in software projects and problem solving. Skilled in Statistics, Computer Vision, SQL, NumPy and passionate about building impactful solutions. Skills: Statistics, Computer Vision, SQL, NumPy, NLP, Deep Learning, Pandas Projects: - created a sales forecasting dashboard - trained an image classification model Experience: - Improved application performance and user experience through optimization. - Improved application performance and user experience through optimization. Education: Diploma in Software Engineering",Data Science
"Name: Candidate 4281 Role: Web Developer Professional Summary: Motivated and detail-oriented Web Developer with hands-on experience in software projects and problem solving. Skilled in Next.js, React, REST API, CSS and passionate about building impactful solutions. Skills: Next.js, React, REST API, CSS, Tailwind CSS, MongoDB, Frontend Development Projects: - created a portfolio website with animations - designed a REST API for user authentication Experience: - Improved application performance and user experience through optimization. - Improved application performance and user experience through optimization. Education: Bachelor of Technology in Computer Science",Web Development
"Name: Candidate 5105 Role: Mobile App Developer Professional Summary: Motivated and detail-oriented Mobile App Developer with hands-on experience in software projects and problem solving. Skilled in Kotlin, Android Studio, Jetpack Compose, Room Database and passionate about building impactful solutions. Skills: Kotlin, Android Studio, Jetpack Compose, Room Database, XML, Gradle, Material Design Projects: - created a food delivery mobile app - built a task manager Android app Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",Android Development
"Name: Candidate 5671 Role: Full Stack Developer Professional Summary: Motivated and detail-oriented Full Stack Developer with hands-on experience in software projects and problem solving. Skilled in Tailwind CSS, CSS, Node.js, Backend Development and passionate about building impactful solutions. Skills: Tailwind CSS, CSS, Node.js, Backend Development, React, Bootstrap, MySQL Projects: - created a portfolio website with animations - integrated payment gateway into a web application Experience: - Improved application performance and user experience through optimization. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Engineering in Information Technology",Web Development
"Name: Candidate 8988 Role: UX Designer Professional Summary: Motivated and detail-oriented UX Designer with hands-on experience in software projects and problem solving. Skilled in Visual Design, User Research, Photoshop, Responsive Design and passionate about building impactful solutions. Skills: Visual Design, User Research, Photoshop, Responsive Design, Prototyping, Wireframing, Usability Testing Projects: - redesigned website flows to improve user experience - conducted user research and usability testing Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Improved application performance and user experience through optimization. Education: Bachelor of Science in Computer Science",UI/UX Designer
"Name: Candidate 7318 Role: Site Reliability Engineer Professional Summary: Motivated and detail-oriented Site Reliability Engineer with hands-on experience in software projects and problem solving. Skilled in Prometheus, Terraform, AWS, Kubernetes and passionate about building impactful solutions. Skills: Prometheus, Terraform, AWS, Kubernetes, Grafana, Linux, Ansible Projects: - managed Kubernetes clusters in production - set up monitoring dashboards with Grafana Experience: - Worked on real-world projects and collaborated with cross-functional teams. - Tested, debugged, and deployed production-ready applications. Education: Bachelor of Engineering in Information Technology",DevOps
"Name: Candidate 1323 Role: Backend Engineer Professional Summary: Motivated and detail-oriented Backend Engineer with hands-on experience in software projects and problem solving. Skilled in Microservices, OOP, JUnit, REST API and passionate about building impactful solutions. Skills: Microservices, OOP, JUnit, REST API, MySQL, Hibernate, Spring Boot Projects: - designed microservices for scalable systems - developed enterprise backend applications Experience: - Improved application performance and user experience through optimization. - Built scalable solutions and maintained clean code practices. Education: Diploma in Software Engineering",Java Developer
"Name: Candidate 6135 Role: Product Designer Professional Summary: Motivated and detail-oriented Product Designer with hands-on experience in software projects and problem solving. Skilled in Photoshop, Responsive Design, Adobe XD, User Research and passionate about building impactful solutions. Skills: Photoshop, Responsive Design, Adobe XD, User Research, Design Systems, Prototyping, Wireframing Projects: - built a scalable design system - conducted user research and usability testing Experience: - Participated in agile development and version control workflows. - Built scalable solutions and maintained clean code practices. Education: Bachelor of Science in Computer Science",UI/UX Designer
"Name: Candidate 8114 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in Room Database, Jetpack Compose, MVVM, XML and passionate about building impactful solutions. Skills: Room Database, Jetpack Compose, MVVM, XML, Material Design, REST API, Android Studio Projects: - built a task manager Android app - integrated REST APIs into Android applications Experience: - Improved application performance and user experience through optimization. - Participated in agile development and version control workflows. Education: Bachelor of Engineering in Information Technology",Android Development
"Name: Candidate 4795 Role: Backend Developer Professional Summary: Motivated and detail-oriented Backend Developer with hands-on experience in software projects and problem solving. Skilled in Tailwind CSS, MySQL, Backend Development, HTML and passionate about building impactful solutions. Skills: Tailwind CSS, MySQL, Backend Development, HTML, React, REST API, Node.js Projects: - built a full stack blog platform - developed a responsive e-commerce website Experience: - Tested, debugged, and deployed production-ready applications. - Tested, debugged, and deployed production-ready applications. Education: Diploma in Software Engineering",Web Development
"Name: Candidate 7455 Role: AI Engineer Professional Summary: Motivated and detail-oriented AI Engineer with hands-on experience in software projects and problem solving. Skilled in Python, TensorFlow, Deep Learning, Statistics and passionate about building impactful solutions. Skills: Python, TensorFlow, Deep Learning, Statistics, Matplotlib, NLP, NumPy Projects: - trained an image classification model - created a sales forecasting dashboard Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Diploma in Software Engineering",Data Science
"Name: Candidate 1013 Role: Android Developer Professional Summary: Motivated and detail-oriented Android Developer with hands-on experience in software projects and problem solving. Skilled in Retrofit, Java, Gradle, Jetpack Compose and passionate about building impactful solutions. Skills: Retrofit, Java, Gradle, Jetpack Compose, Room Database, Android Studio, Material Design Projects: - created a food delivery mobile app - built a task manager Android app Experience: - Tested, debugged, and deployed production-ready applications. - Worked on real-world projects and collaborated with cross-functional teams. Education: Master of Computer Applications",Android Development
"Name: Candidate 8487 Role: ML Engineer Professional Summary: Motivated and detail-oriented ML Engineer with hands-on experience in software projects and problem solving. Skilled in Scikit-learn, Data Analysis, SQL, TensorFlow and passionate about building impactful solutions. Skills: Scikit-learn, Data Analysis, SQL, TensorFlow, Seaborn, Python, NLP Projects: - built a customer churn prediction model - created a sales forecasting dashboard Experience: - Built scalable solutions and maintained clean code practices. - Tested, debugged, and deployed production-ready applications. Education: Master of Computer Applications",Data Science
"Name: Candidate 1379 Role: UX Designer Professional Summary: Motivated and detail-oriented UX Designer with hands-on experience in software projects and problem solving. Skilled in Illustrator, Prototyping, Wireframing, Design Systems and passionate about building impactful solutions. Skills: Illustrator, Prototyping, Wireframing, Design Systems, Interaction Design, Adobe XD, Photoshop Projects: - conducted user research and usability testing - redesigned website flows to improve user experience Experience: - Participated in agile development and version control workflows. - Participated in agile development and version control workflows. Education: Bachelor of Engineering in Information Technology",UI/UX Designer
"Name: Candidate 4027 Role: Data Analyst Professional Summary: Motivated and detail-oriented Data Analyst with hands-on experience in software projects and problem solving. Skilled in Seaborn, Machine Learning, Data Analysis, Statistics and passionate about building impactful solutions. Skills: Seaborn, Machine Learning, Data Analysis, Statistics, Scikit-learn, NumPy, TensorFlow Projects: - trained an image classification model - developed an NLP-based sentiment analysis system Experience: - Built scalable solutions and maintained clean code practices. - Worked on real-world projects and collaborated with cross-functional teams. Education: Bachelor of Technology in Computer Science",Data Science
